Opening port
Port open
Debug on
Debug on
Compiled: Apr  3 2015, 14:43:17,
sampRate: 250 sampFreq: 250 sampIntUSec: 4000
MinCumCuts: 6 MinMinorDisplacements (M): 2 NumSecondsDisplacementLifetime (N): 8

Not logging to SD card
Logging to serial
Sample,I,Q,SumI,SumQ,CompI,CompQ,IsCut,CurrCuts,RunCuts,Disp,Conf
6156,18,15,109316,111787,1,-3,0,2,12,0,0
6157,18,18,109334,111805,1,0,0,2,12,0,0
6158,18,22,109352,111827,1,4,0,2,12,0,0
6159,18,18,109370,111845,1,0,0,2,12,0,0
6160,18,15,109388,111860,1,-3,0,2,12,0,0
6161,18,18,109406,111878,1,0,0,2,12,0,0
6162,18,23,109424,111901,1,5,0,2,12,0,0
6163,19,19,109443,111920,2,1,0,2,12,0,0
6164,18,14,109461,111934,1,-4,0,2,12,0,0
6165,17,18,109478,111952,0,0,0,2,12,0,0
6166,18,23,109496,111975,1,5,0,2,12,0,0
6167,19,18,109515,111993,2,0,0,2,12,0,0
6168,18,14,109533,112007,1,-4,0,2,12,0,0
6169,16,18,109549,112025,-1,0,0,2,12,0,0
6170,17,22,109566,112047,0,4,0,2,12,0,0
6171,20,18,109586,112065,3,0,0,2,12,0,0
6172,18,15,109604,112080,1,-3,0,2,12,0,0
6173,17,18,109621,112098,0,0,0,2,12,0,0
6174,18,21,109639,112119,1,3,0,2,12,0,0
6175,20,18,109659,112137,3,0,0,2,12,0,0
6176,18,18,109677,112155,1,0,0,2,12,0,0
6177,15,19,109692,112174,-2,1,0,2,12,0,0
6178,17,18,109709,112192,0,0,0,2,12,0,0
6179,20,18,109729,112210,3,0,0,2,12,0,0
6180,17,18,109746,112228,0,0,0,2,12,0,0
6181,15,18,109761,112246,-2,0,0,2,12,0,0
6182,17,19,109778,112265,0,1,0,2,12,0,0
6183,22,18,109800,112283,5,0,0,2,12,0,0
6184,18,19,109818,112302,1,1,0,2,12,0,0
6185,14,19,109832,112321,-3,1,0,2,12,0,0
6186,18,18,109850,112339,1,0,0,2,12,0,0
6187,23,18,109873,112357,6,0,0,2,12,0,0
6188,18,19,109891,112376,1,1,0,2,12,0,0
6189,14,18,109905,112394,-3,0,0,2,12,0,0
6190,18,18,109923,112412,1,0,0,2,12,0,0
6191,22,18,109945,112430,5,0,0,2,12,0,0
6192,18,19,109963,112449,1,1,0,2,12,0,0
6193,14,18,109977,112467,-3,0,0,2,12,0,0
6194,18,18,109995,112485,1,0,0,2,12,0,0
6195,23,18,110018,112503,6,0,0,2,12,0,0
6196,18,20,110036,112523,1,2,0,2,12,0,0
6197,15,19,110051,112542,-2,1,0,2,12,0,0
6198,19,17,110070,112559,2,-1,0,2,12,0,0
6199,21,18,110091,112577,4,0,0,2,12,0,0
6200,18,21,110109,112598,1,3,0,2,12,0,0
6201,16,19,110125,112617,-1,1,0,2,12,0,0
6202,18,17,110143,112634,1,-1,0,2,12,0,0
6203,18,19,110161,112653,1,1,0,2,12,0,0
6204,17,20,110178,112673,0,2,0,2,12,0,0
6205,18,18,110196,112691,1,0,0,2,12,0,0
6206,18,15,110214,112706,1,-3,0,2,12,0,0
6207,18,17,110232,112723,1,-1,0,2,12,0,0
6208,18,22,110250,112745,1,4,0,2,12,0,0
6209,18,18,110268,112763,1,0,0,2,12,0,0
6210,18,15,110286,112778,1,-3,0,2,12,0,0
6211,18,18,110304,112796,1,0,0,2,12,0,0
6212,18,21,110322,112817,1,3,0,2,12,0,0
6213,18,18,110340,112835,1,0,0,2,12,0,0
6214,18,14,110358,112849,1,-4,0,2,12,0,0
6215,18,17,110376,112866,1,-1,0,2,12,0,0
6216,18,23,110394,112889,1,5,0,2,12,0,0
6217,20,18,110414,112907,3,0,0,2,12,0,0
6218,19,14,110433,112921,2,-4,0,2,12,0,0
6219,17,18,110450,112939,0,0,0,2,12,0,0
6220,18,22,110468,112961,1,4,0,2,12,0,0
6221,19,18,110487,112979,2,0,0,2,12,0,0
6222,18,14,110505,112993,1,-4,0,2,12,0,0
6223,17,18,110522,113011,0,0,0,2,12,0,0
6224,18,22,110540,113033,1,4,0,2,12,0,0
6225,20,18,110560,113051,3,0,0,2,12,0,0
6226,18,16,110578,113067,1,-2,0,2,12,0,0
6227,16,19,110594,113086,-1,1,1,3,13,0,0
6228,18,19,110612,113105,1,1,0,3,13,0,0
6229,21,17,110633,113122,4,-1,0,3,13,0,0
6230,18,18,110651,113140,1,0,0,3,13,0,0
6231,16,18,110667,113158,-1,0,0,3,13,0,0
6232,18,19,110685,113177,1,1,0,3,13,0,0
6233,21,18,110706,113195,4,0,0,3,13,0,0
6234,18,18,110724,113213,1,0,0,3,13,0,0
6235,14,18,110738,113231,-3,0,0,3,13,0,0
6236,17,18,110755,113249,0,0,0,3,13,0,0
6237,22,18,110777,113267,5,0,0,3,13,0,0
6238,18,19,110795,113286,1,1,0,3,13,0,0
6239,14,18,110809,113304,-3,0,0,3,13,0,0
6240,18,18,110827,113322,1,0,0,3,13,0,0
6241,22,18,110849,113340,5,0,0,3,13,0,0
6242,18,19,110867,113359,1,1,0,3,13,0,0
6243,14,18,110881,113377,-3,0,0,3,13,0,0
6244,18,18,110899,113395,1,0,0,3,13,0,0
6245,23,18,110922,113413,6,0,0,3,13,0,0
6246,18,20,110940,113433,1,2,0,3,13,0,0
6247,14,19,110954,113452,-3,1,0,3,13,0,0
6248,18,17,110972,113469,1,-1,-1,2,12,0,0
6249,21,18,110993,113487,4,0,0,2,12,0,0
6250,17,20,111010,113507,0,2,0,0,12,0,0
6251,16,18,111026,113525,-1,0,0,0,12,0,0
6252,18,17,111044,113542,1,-1,0,0,12,0,0
6253,19,18,111063,113560,2,0,0,0,12,0,0
6254,17,21,111080,113581,0,3,0,0,12,0,0
6255,18,19,111098,113600,1,1,0,0,12,0,0
6256,18,16,111116,113616,1,-2,0,0,12,0,0
6257,18,18,111134,113634,1,0,0,0,12,0,0
6258,18,22,111152,113656,1,4,0,0,12,0,0
6259,18,19,111170,113675,1,1,0,0,12,0,0
6260,18,15,111188,113690,1,-3,0,0,12,0,0
6261,18,18,111206,113708,1,0,0,0,12,0,0
6262,18,23,111224,113731,1,5,0,0,12,0,0
6263,18,19,111242,113750,1,1,0,0,12,0,0
6264,18,14,111260,113764,1,-4,0,0,12,0,0
6265,18,18,111278,113782,1,0,0,0,12,0,0
6266,18,23,111296,113805,1,5,0,0,12,0,0
6267,19,18,111315,113823,2,0,0,0,12,0,0
6268,18,14,111333,113837,1,-4,0,0,12,0,0
6269,17,18,111350,113855,0,0,0,0,12,0,0
6270,18,23,111368,113878,1,5,0,0,12,0,0
6271,19,18,111387,113896,2,0,0,0,12,0,0
6272,18,14,111405,113910,1,-4,0,0,12,0,0
6273,17,18,111422,113928,0,0,0,0,12,0,0
6274,18,22,111440,113950,1,4,0,0,12,0,0
6275,20,18,111460,113968,3,0,0,0,12,0,0
6276,18,16,111478,113984,1,-2,0,0,12,0,0
6277,17,19,111495,114003,0,1,0,0,12,0,0
6278,18,20,111513,114023,1,2,0,0,12,0,0
6279,21,18,111534,114041,4,0,0,0,12,0,0
6280,19,18,111553,114059,2,0,0,0,12,0,0
6281,14,19,111567,114078,-3,1,0,0,12,0,0
6282,17,18,111584,114096,0,0,0,0,12,0,0
6283,21,18,111605,114114,4,0,0,0,12,0,0
6284,17,19,111622,114133,0,1,0,0,12,0,0
6285,15,18,111637,114151,-2,0,0,0,12,0,0
6286,18,18,111655,114169,1,0,0,0,12,0,0
6287,22,18,111677,114187,5,0,0,0,12,0,0
6288,18,19,111695,114206,1,1,0,0,12,0,0
6289,14,18,111709,114224,-3,0,0,0,12,0,0
6290,18,18,111727,114242,1,0,0,0,12,0,0
6291,22,18,111749,114260,5,0,0,0,12,0,0
6292,18,19,111767,114279,1,1,0,0,12,0,0
6293,14,18,111781,114297,-3,0,0,0,12,0,0
6294,18,18,111799,114315,1,0,0,0,12,0,0
6295,23,18,111822,114333,6,0,0,0,12,0,0
6296,18,20,111840,114353,1,2,0,0,12,0,0
6297,14,19,111854,114372,-3,1,0,0,12,0,0
6298,18,17,111872,114389,1,-1,-1,-1,11,0,0
6299,22,18,111894,114407,5,0,0,-1,11,0,0
6300,18,20,111912,114427,1,2,0,-1,11,0,0
6301,15,18,111927,114445,-2,0,0,-1,11,0,0
6302,18,17,111945,114462,1,-1,0,-1,11,0,0
6303,20,18,111965,114480,3,0,0,-1,11,0,0
6304,17,20,111982,114500,0,2,0,-1,11,0,0
6305,18,18,112000,114518,1,0,0,-1,11,0,0
6306,19,16,112019,114534,2,-2,0,-1,11,0,0
6307,18,18,112037,114552,1,0,0,-1,11,0,0
6308,18,22,112055,114574,1,4,0,-1,11,0,0
6309,18,19,112073,114593,1,1,0,-1,11,0,0
6310,18,14,112091,114607,1,-4,0,-1,11,0,0
6311,18,18,112109,114625,1,0,0,-1,11,0,0
6312,18,22,112127,114647,1,4,0,-1,11,0,0
6313,18,18,112145,114665,1,0,0,-1,11,0,0
6314,18,14,112163,114679,1,-4,0,-1,11,0,0
6315,17,18,112180,114697,0,0,0,-1,11,0,0
6316,17,22,112197,114719,0,4,0,-1,11,0,0
6317,19,18,112216,114737,2,0,0,-1,11,0,0
6318,18,14,112234,114751,1,-4,0,-1,11,0,0
6319,17,18,112251,114769,0,0,0,-1,11,0,0
6320,18,23,112269,114792,1,5,0,-1,11,0,0
6321,19,18,112288,114810,2,0,0,-1,11,0,0
6322,18,14,112306,114824,1,-4,0,-1,11,0,0
6323,17,18,112323,114842,0,0,0,-1,11,0,0
6324,18,23,112341,114865,1,5,0,-1,11,0,0
6325,19,18,112360,114883,2,0,0,-1,11,0,0
6326,18,15,112378,114898,1,-3,0,-1,11,0,0
6327,16,19,112394,114917,-1,1,1,0,12,0,0
6328,17,21,112411,114938,0,3,0,0,12,0,0
6329,20,18,112431,114956,3,0,0,0,12,0,0
6330,18,17,112449,114973,1,-1,0,0,12,0,0
6331,16,19,112465,114992,-1,1,0,0,12,0,0
6332,18,19,112483,115011,1,1,0,0,12,0,0
6333,20,18,112503,115029,3,0,0,0,12,0,0
6334,18,18,112521,115047,1,0,0,0,12,0,0
6335,15,18,112536,115065,-2,0,0,0,12,0,0
6336,17,18,112553,115083,0,0,0,0,12,0,0
6337,22,18,112575,115101,5,0,0,0,12,0,0
6338,18,19,112593,115120,1,1,0,0,12,0,0
6339,13,18,112606,115138,-4,0,0,0,12,0,0
6340,17,18,112623,115156,0,0,0,0,12,0,0
6341,23,18,112646,115174,6,0,0,0,12,0,0
6342,18,19,112664,115193,1,1,0,0,12,0,0
6343,14,18,112678,115211,-3,0,0,0,12,0,0
6344,18,18,112696,115229,1,0,0,0,12,0,0
6345,23,18,112719,115247,6,0,0,0,12,0,0
6346,18,19,112737,115266,1,1,0,0,12,0,0
6347,13,18,112750,115284,-4,0,0,0,12,0,0
6348,18,17,112768,115301,1,-1,0,0,12,0,0
6349,22,18,112790,115319,5,0,0,0,12,0,0
6350,17,20,112807,115339,0,2,0,0,12,0,0
6351,15,18,112822,115357,-2,0,0,0,12,0,0
6352,18,16,112840,115373,1,-2,0,0,12,0,0
6353,21,18,112861,115391,4,0,0,0,12,0,0
6354,18,20,112879,115411,1,2,0,0,12,0,0
6355,16,18,112895,115429,-1,0,0,0,12,0,0
6356,18,16,112913,115445,1,-2,0,0,12,0,0
6357,18,18,112931,115463,1,0,0,0,12,0,0
6358,17,20,112948,115483,0,2,0,0,12,0,0
6359,18,18,112966,115501,1,0,0,0,12,0,0
6360,18,15,112984,115516,1,-3,0,0,12,0,0
6361,18,17,113002,115533,1,-1,0,0,12,0,0
6362,18,22,113020,115555,1,4,0,0,12,0,0
6363,18,18,113038,115573,1,0,0,0,12,0,0
6364,18,15,113056,115588,1,-3,0,0,12,0,0
6365,18,18,113074,115606,1,0,0,0,12,0,0
6366,18,22,113092,115628,1,4,0,0,12,0,0
6367,18,18,113110,115646,1,0,0,0,12,0,0
6368,18,14,113128,115660,1,-4,0,0,12,0,0
6369,17,18,113145,115678,0,0,0,0,12,0,0
6370,17,23,113162,115701,0,5,0,0,12,0,0
6371,19,18,113181,115719,2,0,0,0,12,0,0
6372,18,14,113199,115733,1,-4,0,0,12,0,0
6373,17,18,113216,115751,0,0,0,0,12,0,0
6374,18,23,113234,115774,1,5,0,0,12,0,0
6375,19,18,113253,115792,2,0,0,0,12,0,0
6376,18,14,113271,115806,1,-4,0,0,12,0,0
6377,16,18,113287,115824,-1,0,0,0,12,0,0
6378,17,21,113304,115845,0,3,0,0,12,0,0
6379,20,17,113324,115862,3,-1,0,0,12,0,0
6380,18,17,113342,115879,1,-1,0,0,12,0,0
6381,16,19,113358,115898,-1,1,0,0,12,0,0
6382,18,18,113376,115916,1,0,0,0,12,0,0
6383,21,17,113397,115933,4,-1,0,0,12,0,0
6384,18,18,113415,115951,1,0,0,0,12,0,0
6385,16,18,113431,115969,-1,0,0,0,12,0,0
6386,18,18,113449,115987,1,0,0,0,12,0,0
6387,22,18,113471,116005,5,0,0,0,12,0,0
6388,19,18,113490,116023,2,0,0,0,12,0,0
6389,14,18,113504,116041,-3,0,0,0,12,0,0
6390,18,18,113522,116059,1,0,0,0,12,0,0
6391,22,18,113544,116077,5,0,0,0,12,0,0
6392,18,19,113562,116096,1,1,0,0,12,0,0
6393,14,18,113576,116114,-3,0,0,0,12,0,0
6394,18,18,113594,116132,1,0,0,0,12,0,0
6395,23,18,113617,116150,6,0,0,0,12,0,0
6396,18,20,113635,116170,1,2,0,0,12,0,0
6397,13,19,113648,116189,-4,1,0,0,12,0,0
6398,18,17,113666,116206,1,-1,-1,-1,11,0,0
6399,22,18,113688,116224,5,0,0,-1,11,0,0
6400,17,20,113705,116244,0,2,0,-1,11,0,0
6401,14,18,113719,116262,-3,0,0,-1,11,0,0
6402,18,17,113737,116279,1,-1,0,-1,11,0,0
6403,21,18,113758,116297,4,0,0,-1,11,0,0
6404,17,20,113775,116317,0,2,0,-1,11,0,0
6405,16,18,113791,116335,-1,0,0,-1,11,0,0
6406,18,17,113809,116352,1,-1,0,-1,11,0,0
6407,19,18,113828,116370,2,0,0,-1,11,0,0
6408,17,21,113845,116391,0,3,0,-1,11,0,0
6409,18,19,113863,116410,1,1,0,-1,11,0,0
6410,18,15,113881,116425,1,-3,0,-1,11,0,0
6411,18,18,113899,116443,1,0,0,-1,11,0,0
6412,18,21,113917,116464,1,3,0,-1,11,0,0
6413,18,18,113935,116482,1,0,0,-1,11,0,0
6414,18,15,113953,116497,1,-3,0,-1,11,0,0
6415,18,18,113971,116515,1,0,0,-1,11,0,0
6416,18,21,113989,116536,1,3,0,-1,11,0,0
6417,19,18,114008,116554,2,0,0,-1,11,0,0
6418,18,14,114026,116568,1,-4,0,-1,11,0,0
6419,17,17,114043,116585,0,-1,0,-1,11,0,0
6420,18,23,114061,116608,1,5,0,-1,11,0,0
6421,19,18,114080,116626,2,0,0,-1,11,0,0
6422,18,15,114098,116641,1,-3,0,-1,11,0,0
6423,17,19,114115,116660,0,1,0,-1,11,0,0
6424,18,23,114133,116683,1,5,0,-1,11,0,0
6425,19,19,114152,116702,2,1,0,-1,11,0,0
6426,18,14,114170,116716,1,-4,0,-1,11,0,0
6427,17,18,114187,116734,0,0,0,-1,11,0,0
6428,18,22,114205,116756,1,4,0,-1,11,0,0
6429,20,18,114225,116774,3,0,0,-1,11,0,0
6430,18,16,114243,116790,1,-2,0,-1,11,0,0
6431,16,19,114259,116809,-1,1,1,0,12,0,0
6432,18,20,114277,116829,1,2,0,0,12,0,0
6433,20,18,114297,116847,3,0,0,0,12,0,0
6434,18,18,114315,116865,1,0,0,0,12,0,0
6435,16,19,114331,116884,-1,1,0,0,12,0,0
6436,18,18,114349,116902,1,0,0,0,12,0,0
6437,22,18,114371,116920,5,0,0,0,12,0,0
6438,19,19,114390,116939,2,1,0,0,12,0,0
6439,14,18,114404,116957,-3,0,0,0,12,0,0
6440,18,18,114422,116975,1,0,0,0,12,0,0
6441,21,18,114443,116993,4,0,0,0,12,0,0
6442,17,19,114460,117012,0,1,0,0,12,0,0
6443,14,18,114474,117030,-3,0,0,0,12,0,0
6444,17,18,114491,117048,0,0,0,0,12,0,0
6445,22,18,114513,117066,5,0,0,0,12,0,0
6446,18,19,114531,117085,1,1,0,0,12,0,0
6447,13,18,114544,117103,-4,0,0,0,12,0,0
6448,17,17,114561,117120,0,-1,0,0,12,0,0
6449,22,18,114583,117138,5,0,0,0,12,0,0
6450,17,20,114600,117158,0,2,0,0,12,0,0
6451,14,18,114614,117176,-3,0,0,0,12,0,0
6452,18,17,114632,117193,1,-1,0,0,12,0,0
6453,22,18,114654,117211,5,0,0,0,12,0,0
6454,18,20,114672,117231,1,2,0,0,12,0,0
6455,15,18,114687,117249,-2,0,0,0,12,0,0
6456,18,17,114705,117266,1,-1,0,0,12,0,0
6457,20,18,114725,117284,3,0,0,0,12,0,0
6458,17,21,114742,117305,0,3,0,0,12,0,0
6459,18,19,114760,117324,1,1,0,0,12,0,0
6460,19,16,114779,117340,2,-2,0,0,12,0,0
6461,18,18,114797,117358,1,0,0,0,12,0,0
6462,18,21,114815,117379,1,3,0,0,12,0,0
6463,18,18,114833,117397,1,0,0,0,12,0,0
6464,18,15,114851,117412,1,-3,0,0,12,0,0
6465,18,18,114869,117430,1,0,0,0,12,0,0
6466,18,22,114887,117452,1,4,0,0,12,0,0
6467,19,18,114906,117470,2,0,0,0,12,0,0
6468,18,14,114924,117484,1,-4,0,0,12,0,0
6469,17,18,114941,117502,0,0,0,0,12,0,0
6470,18,23,114959,117525,1,5,0,0,12,0,0
6471,19,18,114978,117543,2,0,0,0,12,0,0
6472,18,14,114996,117557,1,-4,0,0,12,0,0
6473,17,18,115013,117575,0,0,0,0,12,0,0
6474,18,23,115031,117598,1,5,0,0,12,0,0
6475,19,18,115050,117616,2,0,0,0,12,0,0
6476,18,14,115068,117630,1,-4,0,0,12,0,0
6477,17,18,115085,117648,0,0,0,0,12,0,0
6478,18,23,115103,117671,1,5,0,0,12,0,0
6479,20,18,115123,117689,3,0,0,0,12,0,0
6480,18,15,115141,117704,1,-3,0,0,12,0,0
6481,16,19,115157,117723,-1,1,1,1,13,0,0
6482,18,20,115175,117743,1,2,0,1,13,0,0
6483,20,17,115195,117760,3,-1,0,1,13,0,0
6484,18,18,115213,117778,1,0,0,1,13,0,0
6485,17,19,115230,117797,0,1,0,1,13,0,0
6486,18,19,115248,117816,1,1,0,1,13,0,0
6487,21,18,115269,117834,4,0,0,1,13,0,0
6488,19,18,115288,117852,2,0,0,1,13,0,0
6489,15,18,115303,117870,-2,0,0,1,13,0,0
6490,18,18,115321,117888,1,0,0,1,13,0,0
6491,22,18,115343,117906,5,0,0,1,13,0,0
6492,18,19,115361,117925,1,1,0,1,13,0,0
6493,14,18,115375,117943,-3,0,0,1,13,0,0
6494,18,18,115393,117961,1,0,0,1,13,0,0
6495,22,18,115415,117979,5,0,0,1,13,0,0
6496,18,19,115433,117998,1,1,0,1,13,0,0
6497,13,18,115446,118016,-4,0,0,1,13,0,0
6498,17,18,115463,118034,0,0,0,1,13,0,0
6499,23,18,115486,118052,6,0,0,1,13,0,0
6500,18,20,115504,118072,1,2,0,0,13,0,0
6501,14,19,115518,118091,-3,1,0,0,13,0,0
6502,18,17,115536,118108,1,-1,-1,-1,12,0,0
6503,22,18,115558,118126,5,0,0,-1,12,0,0
6504,18,20,115576,118146,1,2,0,-1,12,0,0
6505,14,18,115590,118164,-3,0,0,-1,12,0,0
6506,18,17,115608,118181,1,-1,0,-1,12,0,0
6507,21,18,115629,118199,4,0,0,-1,12,0,0
6508,17,21,115646,118220,0,3,0,-1,12,0,0
6509,17,19,115663,118239,0,1,0,-1,12,0,0
6510,19,16,115682,118255,2,-2,0,-1,12,0,0
6511,18,18,115700,118273,1,0,0,-1,12,0,0
6512,17,20,115717,118293,0,2,0,-1,12,0,0
6513,18,18,115735,118311,1,0,0,-1,12,0,0
6514,18,14,115753,118325,1,-4,0,-1,12,0,0
6515,18,17,115771,118342,1,-1,0,-1,12,0,0
6516,18,22,115789,118364,1,4,0,-1,12,0,0
6517,18,18,115807,118382,1,0,0,-1,12,0,0
6518,18,15,115825,118397,1,-3,0,-1,12,0,0
6519,17,18,115842,118415,0,0,0,-1,12,0,0
6520,17,23,115859,118438,0,5,0,-1,12,0,0
6521,19,19,115878,118457,2,1,0,-1,12,0,0
6522,18,14,115896,118471,1,-4,0,-1,12,0,0
6523,17,18,115913,118489,0,0,0,-1,12,0,0
6524,18,23,115931,118512,1,5,0,-1,12,0,0
6525,19,18,115950,118530,2,0,0,-1,12,0,0
6526,18,14,115968,118544,1,-4,0,-1,12,0,0
6527,17,18,115985,118562,0,0,0,-1,12,0,0
6528,18,23,116003,118585,1,5,0,-1,12,0,0
6529,20,18,116023,118603,3,0,0,-1,12,0,0
6530,18,15,116041,118618,1,-3,0,-1,12,0,0
6531,16,19,116057,118637,-1,1,1,0,13,0,0
6532,18,21,116075,118658,1,3,0,0,13,0,0
6533,20,18,116095,118676,3,0,0,0,13,0,0
6534,18,16,116113,118692,1,-2,0,0,13,0,0
6535,16,18,116129,118710,-1,0,0,0,13,0,0
6536,18,18,116147,118728,1,0,0,0,13,0,0
6537,20,17,116167,118745,3,-1,0,0,13,0,0
6538,18,18,116185,118763,1,0,0,0,13,0,0
6539,15,18,116200,118781,-2,0,0,0,13,0,0
6540,17,18,116217,118799,0,0,0,0,13,0,0
6541,21,18,116238,118817,4,0,0,0,13,0,0
6542,18,19,116256,118836,1,1,0,0,13,0,0
6543,14,18,116270,118854,-3,0,0,0,13,0,0
6544,17,18,116287,118872,0,0,0,0,13,0,0
6545,22,18,116309,118890,5,0,0,0,13,0,0
6546,18,19,116327,118909,1,1,0,0,13,0,0
6547,14,18,116341,118927,-3,0,0,0,13,0,0
6548,18,17,116359,118944,1,-1,0,0,13,0,0
6549,22,18,116381,118962,5,0,0,0,13,0,0
6550,18,19,116399,118981,1,1,0,0,13,0,0
6551,14,18,116413,118999,-3,0,0,0,13,0,0
6552,18,17,116431,119016,1,-1,0,0,13,0,0
6553,22,18,116453,119034,5,0,0,0,13,0,0
6554,18,20,116471,119054,1,2,0,0,13,0,0
6555,14,18,116485,119072,-3,0,0,0,13,0,0
6556,18,16,116503,119088,1,-2,0,0,13,0,0
6557,21,18,116524,119106,4,0,0,0,13,0,0
6558,17,20,116541,119126,0,2,0,0,13,0,0
6559,16,18,116557,119144,-1,0,0,0,13,0,0
6560,18,16,116575,119160,1,-2,0,0,13,0,0
6561,18,18,116593,119178,1,0,0,0,13,0,0
6562,17,21,116610,119199,0,3,0,0,13,0,0
6563,18,18,116628,119217,1,0,0,0,13,0,0
6564,18,15,116646,119232,1,-3,0,0,13,0,0
6565,18,18,116664,119250,1,0,0,0,13,0,0
6566,18,21,116682,119271,1,3,0,0,13,0,0
6567,18,18,116700,119289,1,0,0,0,13,0,0
6568,18,14,116718,119303,1,-4,0,0,13,0,0
6569,17,17,116735,119320,0,-1,0,0,13,0,0
6570,17,23,116752,119343,0,5,0,0,13,0,0
6571,18,18,116770,119361,1,0,0,0,13,0,0
6572,17,14,116787,119375,0,-4,0,0,13,0,0
6573,17,18,116804,119393,0,0,0,0,13,0,0
6574,17,22,116821,119415,0,4,0,0,13,0,0
6575,18,18,116839,119433,1,0,0,0,13,0,0
6576,17,14,116856,119447,0,-4,0,0,13,0,0
6577,17,18,116873,119465,0,0,0,0,13,0,0
6578,17,22,116890,119487,0,4,0,0,13,0,0
6579,19,18,116909,119505,2,0,0,0,13,0,0
6580,18,14,116927,119519,1,-4,0,0,13,0,0
6581,16,18,116943,119537,-1,0,0,0,13,0,0
6582,17,22,116960,119559,0,4,0,0,13,0,0
6583,20,18,116980,119577,3,0,0,0,13,0,0
6584,18,16,116998,119593,1,-2,0,0,13,0,0
6585,16,19,117014,119612,-1,1,1,1,14,0,0
6586,18,19,117032,119631,1,1,0,1,14,0,0
6587,21,17,117053,119648,4,-1,0,1,14,0,0
6588,18,18,117071,119666,1,0,0,1,14,0,0
6589,15,18,117086,119684,-2,0,0,1,14,0,0
6590,18,18,117104,119702,1,0,0,1,14,0,0
6591,21,18,117125,119720,4,0,0,1,14,0,0
6592,18,19,117143,119739,1,1,0,1,14,0,0
6593,14,18,117157,119757,-3,0,0,1,14,0,0
6594,17,18,117174,119775,0,0,0,1,14,0,0
6595,22,18,117196,119793,5,0,0,1,14,0,0
6596,18,19,117214,119812,1,1,0,1,14,0,0
6597,13,18,117227,119830,-4,0,0,1,14,0,0
6598,17,17,117244,119847,0,-1,0,1,14,0,0
6599,22,18,117266,119865,5,0,0,1,14,0,0
6600,17,19,117283,119884,0,1,0,1,14,0,0
6601,13,18,117296,119902,-4,0,0,1,14,0,0
6602,17,17,117313,119919,0,-1,0,1,14,0,0
6603,22,18,117335,119937,5,0,0,1,14,0,0
6604,17,19,117352,119956,0,1,0,1,14,0,0
6605,14,18,117366,119974,-3,0,0,1,14,0,0
6606,18,17,117384,119991,1,-1,0,1,14,0,0
6607,22,18,117406,120009,5,0,0,1,14,0,0
6608,18,20,117424,120029,1,2,0,1,14,0,0
6609,15,18,117439,120047,-2,0,0,1,14,0,0
6610,18,16,117457,120063,1,-2,0,1,14,0,0
6611,19,18,117476,120081,2,0,0,1,14,0,0
6612,17,21,117493,120102,0,3,0,1,14,0,0
6613,18,18,117511,120120,1,0,0,1,14,0,0
6614,18,15,117529,120135,1,-3,0,1,14,0,0
6615,18,18,117547,120153,1,0,0,1,14,0,0
6616,18,21,117565,120174,1,3,0,1,14,0,0
6617,18,18,117583,120192,1,0,0,1,14,0,0
6618,18,15,117601,120207,1,-3,0,1,14,0,0
6619,18,18,117619,120225,1,0,0,1,14,0,0
6620,18,23,117637,120248,1,5,0,1,14,0,0
6621,19,19,117656,120267,2,1,0,1,14,0,0
6622,18,14,117674,120281,1,-4,0,1,14,0,0
6623,17,18,117691,120299,0,0,0,1,14,0,0
6624,18,23,117709,120322,1,5,0,1,14,0,0
6625,19,18,117728,120340,2,0,0,1,14,0,0
6626,18,14,117746,120354,1,-4,0,1,14,0,0
6627,17,18,117763,120372,0,0,0,1,14,0,0
6628,18,23,117781,120395,1,5,0,1,14,0,0
6629,19,18,117800,120413,2,0,0,1,14,0,0
6630,18,14,117818,120427,1,-4,0,1,14,0,0
6631,16,18,117834,120445,-1,0,0,1,14,0,0
6632,17,22,117851,120467,0,4,0,1,14,0,0
6633,20,18,117871,120485,3,0,0,1,14,0,0
6634,18,15,117889,120500,1,-3,0,1,14,0,0
6635,16,18,117905,120518,-1,0,0,1,14,0,0
6636,18,20,117923,120538,1,2,0,1,14,0,0
6637,20,17,117943,120555,3,-1,0,1,14,0,0
6638,18,18,117961,120573,1,0,0,1,14,0,0
6639,14,19,117975,120592,-3,1,0,1,14,0,0
6640,17,18,117992,120610,0,0,0,1,14,0,0
6641,22,18,118014,120628,5,0,0,1,14,0,0
6642,18,19,118032,120647,1,1,0,1,14,0,0
6643,15,18,118047,120665,-2,0,0,1,14,0,0
6644,18,18,118065,120683,1,0,0,1,14,0,0
6645,23,18,118088,120701,6,0,0,1,14,0,0
6646,19,19,118107,120720,2,1,0,1,14,0,0
6647,14,18,118121,120738,-3,0,0,1,14,0,0
6648,18,18,118139,120756,1,0,0,1,14,0,0
6649,22,18,118161,120774,5,0,0,1,14,0,0
6650,18,19,118179,120793,1,1,0,1,14,0,0
6651,13,18,118192,120811,-4,0,0,1,14,0,0
6652,17,17,118209,120828,0,-1,0,1,14,0,0
6653,22,18,118231,120846,5,0,0,1,14,0,0
6654,17,19,118248,120865,0,1,0,1,14,0,0
6655,13,18,118261,120883,-4,0,0,1,14,0,0
6656,17,17,118278,120900,0,-1,0,1,14,0,0
