Opening port
Debug on
Port open
Compiled: Apr  2 2015, 13:03:29,
#,Parameter,value,comment
#,sampRate,250,Samples per second desired
#,sampFreq,250,Samples per second used
#,sampIntUSec,4000,Sample interval in microseconds
#,MinCumCuts,6,Minimum number of cumulative cuts per snippet for displacement
#,M,2
#,N,8

Not logging to SD card
Logging to serial
$,Sample,I,Q,IsCut,CurrCuts,RunCuts,Disp,Conf
$,36358,17,21,0,0,157,,
$,36359,20,17,0,0,157,,
$,36360,17,15,0,0,157,,
$,36361,16,18,1,1,158,,
$,36362,18,18,0,1,158,,
$,36363,21,16,0,1,158,,
$,36364,18,18,0,1,158,,
$,36365,14,18,0,1,158,,
$,36366,17,18,0,1,158,,
$,36367,21,18,0,1,158,,
$,36368,17,18,0,1,158,,
$,36369,13,18,0,1,158,,
$,36370,17,17,0,1,158,,
$,36371,22,17,0,1,158,,
$,36372,17,18,0,1,158,,
$,36373,14,17,0,1,158,,
$,36374,18,17,0,1,158,,
$,36375,22,17,0,1,158,,
$,36376,18,18,0,1,158,,
$,36377,12,17,0,1,158,,
$,36378,17,16,0,1,158,,
$,36379,22,17,0,1,158,,
$,36380,17,19,0,1,158,,
$,36381,13,17,0,1,158,,
$,36382,17,16,0,1,158,,
$,36383,21,17,0,1,158,,
$,36384,17,20,0,1,158,,
$,36385,15,18,0,1,158,,
$,36386,18,15,-1,0,157,,
$,36387,18,17,0,0,157,,
$,36388,16,20,0,0,157,,
$,36389,17,17,0,0,157,,
$,36390,17,14,0,0,157,,
$,36391,18,17,0,0,157,,
$,36392,17,21,0,0,157,,
$,36393,18,17,0,0,157,,
$,36394,18,14,0,0,157,,
$,36395,17,17,0,0,157,,
$,36396,17,22,0,0,157,,
$,36397,18,18,0,0,157,,
$,36398,17,13,0,0,157,,
$,36399,17,17,0,0,157,,
$,36400,17,22,0,0,157,,
$,36401,18,17,0,0,157,,
$,36402,17,13,0,0,157,,
$,36403,16,17,0,0,157,,
$,36404,17,22,0,0,157,,
$,36405,18,17,0,0,157,,
$,36406,17,13,0,0,157,,
$,36407,15,17,0,0,157,,
$,36408,16,21,0,0,157,,
$,36409,18,17,0,0,157,,
$,36410,16,15,0,0,157,,
$,36411,15,18,1,1,158,,
$,36412,16,19,0,1,158,,
$,36413,20,17,0,1,158,,
$,36414,17,17,0,1,158,,
$,36415,14,18,0,1,158,,
$,36416,17,17,0,1,158,,
$,36417,20,17,0,1,158,,
$,36418,17,18,0,1,158,,
$,36419,14,17,0,1,158,,
$,36420,17,17,0,1,158,,
$,36421,21,17,0,1,158,,
$,36422,17,18,0,1,158,,
$,36423,13,17,0,1,158,,
$,36424,17,17,0,1,158,,
$,36425,22,17,0,1,158,,
$,36426,17,19,0,1,158,,
$,36427,13,18,0,1,158,,
$,36428,17,17,0,1,158,,
$,36429,22,18,0,1,158,,
$,36430,17,19,0,1,158,,
$,36431,13,18,0,1,158,,
$,36432,17,16,-1,0,157,,
$,36433,21,17,0,0,157,,
$,36434,17,19,0,0,157,,
$,36435,14,17,0,0,157,,
$,36436,17,15,0,0,157,,
$,36437,20,17,0,0,157,,
$,36438,17,21,0,0,157,,
$,36439,17,18,0,0,157,,
$,36440,18,15,0,0,157,,
$,36441,17,18,0,0,157,,
$,36442,17,20,0,0,157,,
$,36443,17,17,0,0,157,,
$,36444,17,13,0,0,157,,
$,36445,17,16,0,0,157,,
$,36446,17,22,0,0,157,,
$,36447,17,17,0,0,157,,
$,36448,17,13,0,0,157,,
$,36449,16,17,0,0,157,,
$,36450,16,23,0,0,157,,
$,36451,18,18,0,0,157,,
$,36452,17,13,0,0,157,,
$,36453,17,18,0,0,157,,
$,36454,17,22,0,0,157,,
$,36455,19,17,0,0,157,,
$,36456,18,13,0,0,157,,
$,36457,16,17,0,0,157,,
$,36458,17,22,0,0,157,,
$,36459,19,17,0,0,157,,
$,36460,17,14,0,0,157,,
$,36461,15,18,1,1,158,,
$,36462,17,20,0,1,158,,
$,36463,20,17,0,1,158,,
$,36464,17,17,0,1,158,,
$,36465,14,18,0,1,158,,
$,36466,17,18,0,1,158,,
$,36467,20,17,0,1,158,,
$,36468,17,18,0,1,158,,
$,36469,12,18,0,1,158,,
$,36470,16,17,0,1,158,,
$,36471,20,17,0,1,158,,
$,36472,16,18,0,1,158,,
$,36473,13,17,0,1,158,,
$,36474,16,17,0,1,158,,
$,36475,22,17,0,1,158,,
$,36476,17,18,0,1,158,,
$,36477,13,17,0,1,158,,
$,36478,17,17,0,1,158,,
$,36479,21,17,0,1,158,,
$,36480,17,18,0,1,158,,
$,36481,13,17,0,1,158,,
$,36482,17,17,0,1,158,,
$,36483,21,17,0,1,158,,
$,36484,17,19,0,1,158,,
$,36485,14,18,0,1,158,,
$,36486,17,16,-1,0,157,,
$,36487,20,17,0,0,157,,
$,36488,17,20,0,0,157,,
$,36489,16,18,0,0,157,,
$,36490,18,15,-1,-1,156,,
$,36491,18,17,0,-1,156,,
$,36492,17,21,0,-1,156,,
$,36493,17,18,0,-1,156,,
$,36494,17,15,0,-1,156,,
$,36495,17,18,0,-1,156,,
$,36496,17,21,0,-1,156,,
$,36497,18,18,0,-1,156,,
$,36498,17,13,0,-1,156,,
$,36499,17,17,0,-1,156,,
$,36500,17,21,0,0,156,,
$,36501,18,17,0,0,156,,
$,36502,17,13,0,0,156,,
$,36503,16,17,0,0,156,,
$,36504,17,22,0,0,156,,
$,36505,18,17,0,0,156,,
$,36506,17,12,0,0,156,,
$,36507,16,17,0,0,156,,
$,36508,17,22,0,0,156,,
$,36509,19,17,0,0,156,,
$,36510,17,14,0,0,156,,
$,36511,15,18,1,1,157,,
$,36512,17,20,0,1,157,,
$,36513,20,17,0,1,157,,
$,36514,17,16,0,1,157,,
$,36515,15,18,1,2,158,,
$,36516,17,18,0,2,158,,
$,36517,18,17,0,2,158,,
$,36518,16,18,0,2,158,,
$,36519,14,18,0,2,158,,
$,36520,16,18,0,2,158,,
$,36521,20,18,0,2,158,,
$,36522,17,18,0,2,158,,
$,36523,12,18,0,2,158,,
$,36524,16,17,0,2,158,,
$,36525,22,17,0,2,158,,
$,36526,17,19,0,2,158,,
$,36527,13,18,0,2,158,,
$,36528,17,17,0,2,158,,
$,36529,22,18,0,2,158,,
$,36530,17,18,0,2,158,,
$,36531,12,17,0,2,158,,
$,36532,17,16,0,2,158,,
$,36533,22,17,0,2,158,,
$,36534,17,19,0,2,158,,
$,36535,13,17,0,2,158,,
$,36536,17,15,0,2,158,,
$,36537,20,17,0,2,158,,
$,36538,16,19,0,2,158,,
$,36539,15,17,0,2,158,,
$,36540,17,15,0,2,158,,
$,36541,18,17,0,2,158,,
$,36542,16,20,0,2,158,,
$,36543,17,17,0,2,158,,
$,36544,17,15,0,2,158,,
$,36545,17,17,0,2,158,,
$,36546,17,21,0,2,158,,
$,36547,18,18,0,2,158,,
$,36548,17,14,0,2,158,,
$,36549,17,17,0,2,158,,
$,36550,17,22,0,2,158,,
$,36551,18,18,0,2,158,,
$,36552,17,14,0,2,158,,
$,36553,17,18,0,2,158,,
$,36554,17,22,0,2,158,,
$,36555,18,18,0,2,158,,
$,36556,17,13,0,2,158,,
$,36557,16,17,0,2,158,,
$,36558,17,22,0,2,158,,
$,36559,18,17,0,2,158,,
$,36560,17,13,0,2,158,,
$,36561,16,17,0,2,158,,
$,36562,17,21,0,2,158,,
$,36563,19,17,0,2,158,,
$,36564,17,15,0,2,158,,
$,36565,15,18,1,3,159,,
$,36566,17,18,0,3,159,,
$,36567,20,16,0,3,159,,
$,36568,17,17,0,3,159,,
$,36569,15,17,0,3,159,,
$,36570,17,17,0,3,159,,
$,36571,20,17,0,3,159,,
$,36572,17,18,0,3,159,,
$,36573,14,17,0,3,159,,
$,36574,17,17,0,3,159,,
$,36575,22,17,0,3,159,,
$,36576,18,18,0,3,159,,
$,36577,13,17,0,3,159,,
$,36578,17,17,0,3,159,,
$,36579,22,17,0,3,159,,
$,36580,17,19,0,3,159,,
$,36581,13,18,0,3,159,,
$,36582,17,17,0,3,159,,
$,36583,22,18,0,3,159,,
$,36584,17,19,0,3,159,,
$,36585,13,18,0,3,159,,
$,36586,17,16,-1,2,158,,
$,36587,21,17,0,2,158,,
$,36588,17,19,0,2,158,,
$,36589,15,17,0,2,158,,
$,36590,18,16,0,2,158,,
$,36591,19,17,0,2,158,,
$,36592,17,19,0,2,158,,
$,36593,17,17,0,2,158,,
$,36594,18,14,0,2,158,,
$,36595,17,16,0,2,158,,
$,36596,17,21,0,2,158,,
$,36597,17,17,0,2,158,,
$,36598,17,13,0,2,158,,
$,36599,16,17,0,2,158,,
$,36600,16,21,0,2,158,,
$,36601,18,17,0,2,158,,
$,36602,17,14,0,2,158,,
$,36603,16,17,0,2,158,,
$,36604,17,22,0,2,158,,
$,36605,18,18,0,2,158,,
$,36606,17,13,0,2,158,,
$,36607,16,17,0,2,158,,
$,36608,17,22,0,2,158,,
$,36609,18,17,0,2,158,,
$,36610,17,13,0,2,158,,
$,36611,16,17,0,2,158,,
$,36612,17,22,0,2,158,,
$,36613,19,17,0,2,158,,
$,36614,17,15,0,2,158,,
$,36615,15,18,1,3,159,,
$,36616,17,19,0,3,159,,
$,36617,20,17,0,3,159,,
$,36618,17,17,0,3,159,,
$,36619,15,18,0,3,159,,
$,36620,17,18,0,3,159,,
$,36621,20,17,0,3,159,,
$,36622,17,18,0,3,159,,
$,36623,13,18,0,3,159,,
$,36624,16,18,0,3,159,,
$,36625,22,18,0,3,159,,
$,36626,17,18,0,3,159,,
$,36627,13,18,0,3,159,,
$,36628,17,16,-1,2,158,,
$,36629,22,17,0,2,158,,
$,36630,17,18,0,2,158,,
$,36631,13,17,0,2,158,,
$,36632,17,16,0,2,158,,
$,36633,22,17,0,2,158,,
$,36634,17,19,0,2,158,,
$,36635,12,17,0,2,158,,
$,36636,17,16,0,2,158,,
$,36637,21,17,0,2,158,,
$,36638,16,19,0,2,158,,
$,36639,14,17,0,2,158,,
$,36640,17,16,0,2,158,,
$,36641,20,17,0,2,158,,
$,36642,17,20,0,2,158,,
$,36643,16,18,0,2,158,,
$,36644,18,15,-1,1,157,,
$,36645,18,17,0,1,157,,
$,36646,17,21,0,1,157,,
$,36647,18,18,0,1,157,,
$,36648,18,15,0,1,157,,
$,36649,17,18,0,1,157,,
$,36650,17,22,0,1,157,,
$,36651,18,18,0,1,157,,
$,36652,17,14,0,1,157,,
$,36653,17,18,0,1,157,,
$,36654,17,22,0,1,157,,
$,36655,18,18,0,1,157,,
$,36656,17,13,0,1,157,,
$,36657,16,17,0,1,157,,
$,36658,17,22,0,1,157,,
$,36659,18,17,0,1,157,,
$,36660,17,13,0,1,157,,
$,36661,16,17,0,1,157,,
$,36662,17,22,0,1,157,,
$,36663,19,17,0,1,157,,
$,36664,17,14,0,1,157,,
$,36665,16,18,1,2,158,,
$,36666,17,20,0,2,158,,
$,36667,19,17,0,2,158,,
$,36668,17,16,0,2,158,,
$,36669,15,18,1,3,159,,
$,36670,17,18,0,3,159,,
$,36671,20,17,0,3,159,,
$,36672,17,17,0,3,159,,
$,36673,15,17,0,3,159,,
$,36674,17,18,0,3,159,,
$,36675,22,17,0,3,159,,
$,36676,18,18,0,3,159,,
$,36677,13,18,0,3,159,,
$,36678,17,17,0,3,159,,
$,36679,22,17,0,3,159,,
$,36680,17,19,0,3,159,,
$,36681,13,18,0,3,159,,
$,36682,17,17,0,3,159,,
$,36683,22,18,0,3,159,,
$,36684,17,18,0,3,159,,
$,36685,12,17,0,3,159,,
$,36686,17,16,0,3,159,,
$,36687,22,17,0,3,159,,
$,36688,17,19,0,3,159,,
$,36689,13,17,0,3,159,,
$,36690,17,15,0,3,159,,
$,36691,20,17,0,3,159,,
$,36692,16,19,0,3,159,,
$,36693,15,17,0,3,159,,
$,36694,17,15,0,3,159,,
$,36695,17,17,0,3,159,,
$,36696,16,20,0,3,159,,
$,36697,17,17,0,3,159,,
$,36698,17,15,0,3,159,,
$,36699,17,17,0,3,159,,
$,36700,17,21,0,3,159,,
$,36701,17,18,0,3,159,,
$,36702,17,13,0,3,159,,
$,36703,16,17,0,3,159,,
$,36704,16,22,0,3,159,,
$,36705,18,17,0,3,159,,
$,36706,17,13,0,3,159,,
$,36707,17,17,0,3,159,,
$,36708,17,23,0,3,159,,
$,36709,19,18,0,3,159,,
$,36710,18,13,0,3,159,,
$,36711,16,18,1,4,160,,
$,36712,17,22,0,4,160,,
$,36713,18,17,0,4,160,,
$,36714,17,14,0,4,160,,
$,36715,15,18,1,5,161,,
$,36716,16,21,0,5,161,,
$,36717,19,17,0,5,161,,
$,36718,17,15,0,5,161,,
$,36719,15,18,1,6,162,,
$,36720,17,18,0,6,162,,
$,36721,20,16,0,6,162,,
$,36722,17,17,0,6,162,,
$,36723,13,17,0,6,162,,
$,36724,16,18,0,6,162,,
$,36725,20,17,0,6,162,,
$,36726,16,17,0,6,162,,
$,36727,14,17,0,6,162,,
$,36728,17,17,0,6,162,,
$,36729,21,17,0,6,162,,
$,36730,17,18,0,6,162,,
$,36731,13,17,0,6,162,,
$,36732,17,16,0,6,162,,
$,36733,22,17,0,6,162,,
$,36734,17,19,0,6,162,,
$,36735,13,17,0,6,162,,
$,36736,17,16,0,6,162,,
$,36737,22,17,0,6,162,,
$,36738,17,19,0,6,162,,
$,36739,13,17,0,6,162,,
$,36740,17,16,0,6,162,,
$,36741,21,17,0,6,162,,
$,36742,17,19,0,6,162,,
$,36743,15,17,0,6,162,,
$,36744,18,15,0,6,162,,
$,36745,18,17,0,6,162,,
$,36746,16,20,0,6,162,,
$,36747,17,17,0,6,162,,
$,36748,17,15,0,6,162,,
$,36749,17,17,0,6,162,,
$,36750,17,20,0,0,162,*,
$,36751,18,17,0,0,162,*,
$,36752,17,14,0,0,162,*,
$,36753,17,17,0,0,162,*,
$,36754,17,21,0,0,162,*,
$,36755,18,17,0,0,162,*,
$,36756,17,14,0,0,162,*,
$,36757,17,17,0,0,162,*,
$,36758,17,22,0,0,162,*,
$,36759,18,18,0,0,162,*,
$,36760,17,13,0,0,162,*,
$,36761,16,17,0,0,162,*,
$,36762,17,23,0,0,162,*,
$,36763,19,18,0,0,162,*,
$,36764,17,13,0,0,162,*,
$,36765,16,18,1,1,163,*,
$,36766,17,22,0,1,163,*,
$,36767,20,17,0,1,163,*,
$,36768,18,15,0,1,163,*,
$,36769,16,18,1,2,164,*,
$,36770,18,20,0,2,164,*,
$,36771,21,17,0,2,164,*,
$,36772,18,18,0,2,164,*,
$,36773,15,19,0,2,164,*,
$,36774,18,18,0,2,164,*,
$,36775,21,18,0,2,164,*,
$,36776,18,18,0,2,164,*,
$,36777,13,18,0,2,164,*,
$,36778,17,17,0,2,164,*,
$,36779,20,17,0,2,164,*,
$,36780,16,19,0,2,164,*,
$,36781,13,18,0,2,164,*,
$,36782,16,17,0,2,164,*,
$,36783,22,18,0,2,164,*,
$,36784,17,19,0,2,164,*,
$,36785,13,18,0,2,164,*,
$,36786,17,17,0,2,164,*,
$,36787,22,18,0,2,164,*,
$,36788,17,19,0,2,164,*,
$,36789,12,18,0,2,164,*,
$,36790,17,16,-1,1,163,*,
$,36791,22,17,0,1,163,*,
$,36792,17,20,0,1,163,*,
$,36793,15,18,0,1,163,*,
$,36794,18,16,-1,0,162,*,
$,36795,20,18,0,0,162,*,
$,36796,17,20,0,0,162,*,
$,36797,17,18,0,0,162,*,
$,36798,18,15,0,0,162,*,
$,36799,18,17,0,0,162,*,
$,36800,17,21,0,0,162,*,
$,36801,18,18,0,0,162,*,
$,36802,18,15,0,0,162,*,
$,36803,18,18,0,0,162,*,
$,36804,18,22,0,0,162,*,
$,36805,19,18,0,0,162,*,
$,36806,18,14,0,0,162,*,
$,36807,17,18,0,0,162,*,
$,36808,18,22,0,0,162,*,
$,36809,19,18,0,0,162,*,
$,36810,18,13,0,0,162,*,
$,36811,16,17,0,0,162,*,
$,36812,17,23,0,0,162,*,
$,36813,19,18,0,0,162,*,
$,36814,17,13,0,0,162,*,
$,36815,16,18,1,1,163,*,
$,36816,17,22,0,1,163,*,
$,36817,19,17,0,1,163,*,
$,36818,17,14,0,1,163,*,
$,36819,15,18,1,2,164,*,
$,36820,17,20,0,2,164,*,
$,36821,20,17,0,2,164,*,
$,36822,17,17,0,2,164,*,
$,36823,14,18,0,2,164,*,
$,36824,17,18,0,2,164,*,
$,36825,20,17,0,2,164,*,
$,36826,17,18,0,2,164,*,
$,36827,14,18,0,2,164,*,
$,36828,17,18,0,2,164,*,
$,36829,22,18,0,2,164,*,
$,36830,18,18,0,2,164,*,
$,36831,15,18,0,2,164,*,
$,36832,18,17,0,2,164,*,
$,36833,22,17,0,2,164,*,
$,36834,18,19,0,2,164,*,
$,36835,13,18,0,2,164,*,
$,36836,17,17,0,2,164,*,
$,36837,22,18,0,2,164,*,
$,36838,17,19,0,2,164,*,
$,36839,13,18,0,2,164,*,
$,36840,17,17,0,2,164,*,
$,36841,22,18,0,2,164,*,
$,36842,17,19,0,2,164,*,
$,36843,14,18,0,2,164,*,
$,36844,18,15,-1,1,163,*,
$,36845,20,17,0,1,163,*,
$,36846,17,19,0,1,163,*,
$,36847,16,17,0,1,163,*,
$,36848,18,15,0,1,163,*,
$,36849,18,17,0,1,163,*,
$,36850,17,21,0,1,163,*,
$,36851,17,18,0,1,163,*,
$,36852,17,15,0,1,163,*,
$,36853,17,18,0,1,163,*,
$,36854,17,22,0,1,163,*,
$,36855,18,18,0,1,163,*,
$,36856,17,13,0,1,163,*,
$,36857,17,17,0,1,163,*,
$,36858,17,22,0,1,163,*,
$,36859,18,17,0,1,163,*,
$,36860,17,13,0,1,163,*,
$,36861,17,17,0,1,163,*,
$,36862,17,23,0,1,163,*,
$,36863,19,18,0,1,163,*,
$,36864,18,13,0,1,163,*,
$,36865,16,18,1,2,164,*,
$,36866,17,23,0,2,164,*,
$,36867,19,18,0,2,164,*,
$,36868,17,14,0,2,164,*,
$,36869,16,18,1,3,165,*,
$,36870,17,21,0,3,165,*,
$,36871,19,17,0,3,165,*,
$,36872,17,16,0,3,165,*,
$,36873,15,18,1,4,166,*,
$,36874,17,18,0,4,166,*,
$,36875,20,17,0,4,166,*,
$,36876,17,18,0,4,166,*,
$,36877,14,18,0,4,166,*,
$,36878,17,17,0,4,166,*,
$,36879,20,17,0,4,166,*,
$,36880,17,18,0,4,166,*,
$,36881,13,17,0,4,166,*,
$,36882,16,17,0,4,166,*,
$,36883,21,17,0,4,166,*,
$,36884,17,18,0,4,166,*,
$,36885,13,17,0,4,166,*,
$,36886,17,16,0,4,166,*,
$,36887,22,17,0,4,166,*,
$,36888,17,19,0,4,166,*,
$,36889,13,17,0,4,166,*,
$,36890,17,16,0,4,166,*,
$,36891,22,17,0,4,166,*,
$,36892,17,19,0,4,166,*,
$,36893,13,17,0,4,166,*,
$,36894,17,16,0,4,166,*,
$,36895,21,17,0,4,166,*,
$,36896,17,20,0,4,166,*,
$,36897,16,18,0,4,166,*,
$,36898,18,15,-1,3,165,*,
$,36899,18,17,0,3,165,*,
$,36900,17,20,0,3,165,*,
$,36901,17,17,0,3,165,*,
$,36902,17,15,0,3,165,*,
$,36903,18,17,0,3,165,*,
$,36904,17,21,0,3,165,*,
$,36905,18,18,0,3,165,*,
$,36906,18,14,0,3,165,*,
$,36907,17,17,0,3,165,*,
$,36908,17,21,0,3,165,*,
$,36909,18,17,0,3,165,*,
$,36910,17,13,0,3,165,*,
$,36911,17,17,0,3,165,*,
$,36912,17,22,0,3,165,*,
$,36913,18,17,0,3,165,*,
$,36914,17,12,0,3,165,*,
$,36915,16,17,0,3,165,*,
$,36916,17,22,0,3,165,*,
$,36917,18,17,0,3,165,*,
$,36918,17,13,0,3,165,*,
$,36919,16,17,0,3,165,*,
$,36920,17,21,0,3,165,*,
$,36921,19,17,0,3,165,*,
$,36922,17,15,0,3,165,*,
$,36923,15,18,1,4,166,*,
$,36924,17,18,0,4,166,*,
$,36925,20,16,0,4,166,*,
$,36926,17,17,0,4,166,*,
$,36927,15,17,0,4,166,*,
$,36928,17,18,0,4,166,*,
$,36929,21,17,0,4,166,*,
$,36930,18,18,0,4,166,*,
$,36931,14,18,0,4,166,*,
$,36932,17,17,0,4,166,*,
$,36933,22,17,0,4,166,*,
$,36934,18,19,0,4,166,*,
$,36935,13,18,0,4,166,*,
$,36936,17,17,0,4,166,*,
$,36937,22,18,0,4,166,*,
$,36938,17,19,0,4,166,*,
$,36939,13,18,0,4,166,*,
$,36940,17,17,0,4,166,*,
$,36941,22,18,0,4,166,*,
$,36942,17,19,0,4,166,*,
$,36943,13,18,0,4,166,*,
$,36944,17,16,-1,3,165,*,
$,36945,21,17,0,3,165,*,
$,36946,17,19,0,3,165,*,
$,36947,15,17,0,3,165,*,
$,36948,18,16,0,3,165,*,
$,36949,18,17,0,3,165,*,
$,36950,16,21,0,3,165,*,
$,36951,17,18,0,3,165,*,
$,36952,17,15,0,3,165,*,
$,36953,17,18,0,3,165,*,
$,36954,17,21,0,3,165,*,
$,36955,18,18,0,3,165,*,
$,36956,17,14,0,3,165,*,
$,36957,17,17,0,3,165,*,
$,36958,17,22,0,3,165,*,
$,36959,18,18,0,3,165,*,
$,36960,17,13,0,3,165,*,
$,36961,17,17,0,3,165,*,
$,36962,17,22,0,3,165,*,
$,36963,18,17,0,3,165,*,
$,36964,17,13,0,3,165,*,
$,36965,16,17,0,3,165,*,
$,36966,17,22,0,3,165,*,
$,36967,19,17,0,3,165,*,
$,36968,17,13,0,3,165,*,
$,36969,16,17,0,3,165,*,
$,36970,17,22,0,3,165,*,
$,36971,19,17,0,3,165,*,
$,36972,17,15,0,3,165,*,
$,36973,15,18,1,4,166,*,
$,36974,17,19,0,4,166,*,
$,36975,19,17,0,4,166,*,
$,36976,17,17,0,4,166,*,
$,36977,15,18,0,4,166,*,
$,36978,17,17,0,4,166,*,
$,36979,20,17,0,4,166,*,
$,36980,17,18,0,4,166,*,
$,36981,13,17,0,4,166,*,
$,36982,16,17,0,4,166,*,
$,36983,21,17,0,4,166,*,
$,36984,17,18,0,4,166,*,
$,36985,13,17,0,4,166,*,
$,36986,17,17,0,4,166,*,
$,36987,22,17,0,4,166,*,
$,36988,17,18,0,4,166,*,
$,36989,13,17,0,4,166,*,
$,36990,17,17,0,4,166,*,
$,36991,23,17,0,4,166,*,
$,36992,18,19,0,4,166,*,
$,36993,13,18,0,4,166,*,
$,36994,18,16,-1,3,165,*,
$,36995,22,17,0,3,165,*,
$,36996,17,19,0,3,165,*,
$,36997,14,17,0,3,165,*,
$,36998,18,16,0,3,165,*,
$,36999,20,17,0,3,165,*,
$,37000,17,20,0,0,165,,
$,37001,17,18,0,0,165,,
$,37002,18,14,0,0,165,,
$,37003,17,17,0,0,165,,
$,37004,17,20,0,0,165,,
$,37005,17,17,0,0,165,,
$,37006,17,13,0,0,165,,
$,37007,16,16,0,0,165,,
$,37008,16,21,1,1,166,,
$,37009,17,17,0,1,166,,
$,37010,16,11,0,1,166,,
$,37011,16,16,0,1,166,,
$,37012,16,21,1,2,167,,
$,37013,17,16,-1,1,166,,
$,37014,16,13,0,1,166,,
$,37015,16,17,0,1,166,,
$,37016,16,21,0,1,166,,
$,37017,18,17,0,1,166,,
$,37018,17,12,0,1,166,,
$,37019,16,16,0,1,166,,
$,37020,17,21,1,2,167,,
$,37021,19,16,0,2,167,,
$,37022,17,14,0,2,167,,
$,37023,16,17,0,2,167,,
$,37024,17,19,0,2,167,,
$,37025,19,16,0,2,167,,
$,37026,17,17,0,2,167,,
$,37027,14,18,0,2,167,,
$,37028,16,17,0,2,167,,
$,37029,20,17,0,2,167,,
$,37030,17,18,0,2,167,,
$,37031,14,17,0,2,167,,
$,37032,17,17,0,2,167,,
$,37033,21,17,0,2,167,,
$,37034,17,18,0,2,167,,
$,37035,12,17,0,2,167,,
$,37036,16,17,0,2,167,,
$,37037,21,17,0,2,167,,
$,37038,16,18,0,2,167,,
$,37039,12,17,0,2,167,,
$,37040,16,16,0,2,167,,
$,37041,21,17,0,2,167,,
$,37042,16,18,0,2,167,,
$,37043,12,17,0,2,167,,
$,37044,16,16,0,2,167,,
$,37045,21,17,0,2,167,,
$,37046,16,19,0,2,167,,
$,37047,13,17,0,2,167,,
$,37048,17,15,0,2,167,,
$,37049,19,17,0,2,167,,
$,37050,16,20,0,2,167,,
$,37051,15,17,0,2,167,,
$,37052,17,15,0,2,167,,
$,37053,17,17,0,2,167,,
$,37054,16,20,0,2,167,,
$,37055,17,17,0,2,167,,
$,37056,17,14,0,2,167,,
$,37057,17,17,0,2,167,,
$,37058,17,21,0,2,167,,
$,37059,18,17,0,2,167,,
$,37060,17,15,0,2,167,,
$,37061,17,18,0,2,167,,
$,37062,17,22,0,2,167,,
$,37063,18,18,0,2,167,,
$,37064,17,13,0,2,167,,
$,37065,16,17,0,2,167,,
$,37066,17,22,0,2,167,,
$,37067,18,17,0,2,167,,
$,37068,17,13,0,2,167,,
$,37069,16,17,0,2,167,,
$,37070,17,22,0,2,167,,
$,37071,18,17,0,2,167,,
$,37072,17,13,0,2,167,,
$,37073,15,17,0,2,167,,
$,37074,16,20,0,2,167,,
$,37075,19,16,0,2,167,,
$,37076,17,15,0,2,167,,
$,37077,14,17,0,2,167,,
$,37078,16,17,0,2,167,,
$,37079,19,16,0,2,167,,
$,37080,16,17,0,2,167,,
$,37081,14,17,0,2,167,,
$,37082,16,17,0,2,167,,
$,37083,21,17,0,2,167,,
$,37084,17,18,0,2,167,,
$,37085,13,17,0,2,167,,
$,37086,17,17,0,2,167,,
$,37087,22,17,0,2,167,,
$,37088,17,18,0,2,167,,
$,37089,13,17,0,2,167,,
$,37090,17,17,0,2,167,,
$,37091,22,17,0,2,167,,
$,37092,17,18,0,2,167,,
$,37093,13,17,0,2,167,,
$,37094,17,17,0,2,167,,
$,37095,22,17,0,2,167,,
$,37096,17,19,0,2,167,,
$,37097,13,18,0,2,167,,
$,37098,17,16,-1,1,166,,
$,37099,20,17,0,1,166,,
$,37100,16,19,0,1,166,,
$,37101,15,17,0,1,166,,
$,37102,17,15,0,1,166,,
$,37103,18,17,0,1,166,,
$,37104,16,20,0,1,166,,
$,37105,17,17,0,1,166,,
$,37106,17,14,0,1,166,,
$,37107,17,17,0,1,166,,
$,37108,17,21,0,1,166,,
$,37109,17,17,0,1,166,,
$,37110,17,13,0,1,166,,
$,37111,16,17,0,1,166,,
$,37112,16,21,0,1,166,,
$,37113,17,17,0,1,166,,
$,37114,16,13,0,1,166,,
$,37115,16,17,0,1,166,,
$,37116,16,21,0,1,166,,
$,37117,18,17,0,1,166,,
$,37118,17,13,0,1,166,,
$,37119,16,17,0,1,166,,
$,37120,17,22,0,1,166,,
$,37121,19,17,0,1,166,,
$,37122,17,13,0,1,166,,
$,37123,16,17,0,1,166,,
$,37124,17,21,0,1,166,,
$,37125,19,17,0,1,166,,
$,37126,17,16,0,1,166,,
$,37127,14,18,1,2,167,,
$,37128,16,19,0,2,167,,
$,37129,20,17,0,2,167,,
$,37130,17,17,0,2,167,,
$,37131,14,18,0,2,167,,
$,37132,17,18,0,2,167,,
$,37133,21,17,0,2,167,,
$,37134,17,18,0,2,167,,
$,37135,13,18,0,2,167,,
$,37136,17,16,-1,1,166,,
$,37137,22,17,0,1,166,,
$,37138,17,18,0,1,166,,
$,37139,13,17,0,1,166,,
$,37140,17,16,0,1,166,,
$,37141,21,17,0,1,166,,
$,37142,17,18,0,1,166,,
$,37143,12,17,0,1,166,,
$,37144,16,16,0,1,166,,
$,37145,22,17,0,1,166,,
$,37146,17,18,0,1,166,,
$,37147,13,17,0,1,166,,
$,37148,17,16,0,1,166,,
$,37149,20,17,0,1,166,,
$,37150,16,20,0,1,166,,
$,37151,15,18,0,1,166,,
$,37152,17,15,-1,0,165,,
