Time[s], Channel 0,Interval,Over Limit
1061.364445,1,82.205,
1061.36448,0,,
1061.466715,1,102.27,
1061.46675,0,,
1061.568985,1,102.27,
1061.569025,0,,
1061.67126,1,102.275,
1061.6713,0,,
1061.773535,1,102.275,
1061.77357,0,,
1061.875815,1,102.28,
1061.87585,0,,
1061.97809,1,102.275,
1061.978125,0,,
1062.080365,1,102.275,
1062.0804,0,,
1062.16257,1,82.205,
1062.162605,0,,
1062.264845,1,102.275,
1062.26488,0,,
1062.36712,1,102.275,
1062.367155,0,,
1062.46939,1,102.27,
1062.469425,0,,
1062.571615,1,102.225,
1062.57165,0,,
1062.67389,1,102.275,
1062.673925,0,,
1062.776165,1,102.275,
1062.776205,0,,
1062.85892,1,82.75500001,
1062.858955,0,,
1062.9612,1,102.28,
1062.961235,0,,
1063.06348,1,102.28,
1063.063515,0,,
1063.16575,1,102.27,
1063.16579,0,,
1063.268025,1,102.275,
1063.268065,0,,
1063.3703,1,102.275,
1063.37034,0,,
1063.472575,1,102.275,
1063.47261,0,,
1063.574845,1,102.27,
1063.57488,0,,
1063.65705,1,82.205,
1063.657085,0,,
1063.759315,1,102.265,
1063.75935,0,,
1063.86159,1,102.275,
1063.861625,0,,
1063.963865,1,102.275,
1063.9639,0,,
1064.0661,1,102.235,
1064.066135,0,,
1064.168375,1,102.275,
1064.16841,0,,
1064.27065,1,102.275,
1064.270685,0,,
1064.352865,1,82.215,
1064.3529,0,,
1064.45515,1,102.285,
1064.455185,0,,
1064.557425,1,102.275,
1064.557465,0,,
1064.659705,1,102.28,
1064.65974,0,,
1064.76198,1,102.275,
1064.762015,0,,
1064.86427,1,102.29,
1064.864305,0,,
1064.96656,1,102.29,
1064.966595,0,,
1065.06885,1,102.29,
1065.068885,0,,
1065.151065,1,82.215,
1065.1511,0,,
1065.253345,1,102.28,
1065.25338,0,,
1065.355635,1,102.29,
1065.35567,0,,
1065.457915,1,102.28,
1065.45795,0,,
1065.560195,1,102.28,
1065.56023,0,,
1065.662395,1,102.2,
1065.66243,0,,
1065.764675,1,102.28,
1065.76471,0,,
1065.867495,1,102.82,
1065.86753,0,,
1065.949705,1,82.20999999,
1065.94974,0,,
1066.051985,1,102.28,
1066.05202,0,,
1066.15426,1,102.275,
1066.1543,0,,
1066.25653,1,102.27,
1066.25657,0,,
1066.35881,1,102.28,
1066.358845,0,,
1066.46102,1,102.21,
1066.46106,0,,
1066.56329,1,102.27,
1066.56333,0,,
1066.6455,1,82.21,
1066.645535,0,,
1066.74778,1,102.28,
1066.747815,0,,
1066.850065,1,102.285,
1066.8501,0,,
1066.95234,1,102.275,
1066.952375,0,,
1067.054615,1,102.275,
1067.054655,0,,
1067.15689,1,102.275,
1067.156925,0,,
1067.25917,1,102.28,
1067.259205,0,,
1067.361445,1,102.275,
1067.36148,0,,
1067.443655,1,82.21,
1067.44369,0,,
1067.545935,1,102.28,
1067.54597,0,,
1067.648215,1,102.28,
1067.64825,0,,
1067.75049,1,102.275,
1067.750525,0,,
1067.85276,1,102.27,
1067.852795,0,,
1067.955035,1,102.275,
1067.95507,0,,
1068.057255,1,102.22,
1068.05729,0,,
1068.13946,1,82.205,
1068.1395,0,,
1068.241735,1,102.275,
1068.241775,0,,
1068.343995,1,102.26,
1068.34403,0,,
1068.446255,1,102.26,
1068.44629,0,,
1068.54852,1,102.265,
1068.548555,0,,
1068.650785,1,102.265,
1068.65082,0,,
1068.75307,1,102.285,
1068.753105,0,,
1068.85589,1,102.82,
1068.855925,0,,
1068.938105,1,82.215,
1068.93814,0,,
1069.040385,1,102.28,
1069.04042,0,,
1069.142665,1,102.28,
1069.1427,0,,
1069.244945,1,102.28,
1069.24498,0,,
1069.34723,1,102.285,
1069.347265,0,,
1069.449515,1,102.285,
1069.44955,0,,
1069.551795,1,102.28,
1069.55183,0,,
1069.63402,1,82.225,
1069.63406,0,,
1069.73632,1,102.3,
1069.73636,0,,
1069.83862,1,102.3,
1069.838655,0,,
1069.940915,1,102.295,
1069.94095,0,,
1070.043205,1,102.29,
1070.04324,0,,
1070.145495,1,102.29,
1070.14553,0,,
1070.24778,1,102.285,
1070.24782,0,,
1070.350075,1,102.295,
1070.35011,0,,
1070.4323,1,82.225,
1070.432335,0,,
1070.53459,1,102.29,
1070.534625,0,,
1070.636875,1,102.285,
1070.63691,0,,
1070.73916,1,102.285,
1070.7392,0,,
1070.84145,1,102.29,
1070.841485,0,,
1070.943735,1,102.285,
1070.94377,0,,
1071.046025,1,102.29,
1071.04606,0,,
1071.148315,1,102.29,
1071.14835,0,,
1071.23053,1,82.215,
1071.23057,0,,
1071.332825,1,102.295,
1071.33286,0,,
1071.43511,1,102.285,
1071.43515,0,,
1071.5374,1,102.29,
1071.53744,0,,
1071.63969,1,102.29,
1071.639725,0,,
1071.74198,1,102.29,
1071.742015,0,,
1071.8448,1,102.82,
1071.84484,0,,
1071.92703,1,82.23,
1071.927065,0,,
1072.029325,1,102.295,
1072.02936,0,,
1072.11155,1,82.225,
1072.111585,0,,
1072.173715,1,62.165,
1072.173755,0,,
1072.255935,1,82.22,
1072.25597,0,,
1072.35822,1,102.285,
1072.358255,0,,
1072.460505,1,102.285,
1072.46054,0,,
1072.56279,1,102.285,
1072.56283,0,,
1072.66508,1,102.29,
1072.665115,0,,
1072.767365,1,102.285,
1072.7674,0,,
1072.86959,1,102.225,
1072.869625,0,,
1072.951815,1,82.225,
1072.95185,0,,
1073.0541,1,102.285,
1073.05414,0,,
1073.15639,1,102.29,
1073.156425,0,,
1073.25867,1,102.28,
1073.25871,0,,
1073.36096,1,102.29,
1073.360995,0,,
1073.46325,1,102.29,
1073.46329,0,,
1073.56554,1,102.29,
1073.565575,0,,
1073.66783,1,102.29,
1073.667865,0,,
1073.750055,1,82.22499999,
1073.75009,0,,
1073.852345,1,102.29,
1073.85238,0,,
1073.954595,1,102.25,
1073.95463,0,,
1074.056885,1,102.29,
1074.05692,0,,
1074.159175,1,102.29,
1074.159215,0,,
1074.26147,1,102.295,
1074.261505,0,,
1074.36376,1,102.29,
1074.3638,0,,
1074.46605,1,102.29,
1074.46609,0,,
1074.54828,1,82.23,
1074.54832,0,,
1074.650575,1,102.295,
1074.65061,0,,
1074.753405,1,102.83,
1074.753445,0,,
1074.8557,1,102.295,
1074.85574,0,,
1074.95799,1,102.29,
1074.95803,0,,
1075.060285,1,102.295,
1075.06032,0,,
1075.16258,1,102.295,
1075.16262,0,,
1075.244805,1,82.225,
1075.24484,0,,
1075.347095,1,102.29,
1075.347135,0,,
1075.449395,1,102.3,
1075.44943,0,,
1075.551685,1,102.29,
1075.551725,0,,
1075.653925,1,102.24,
1075.65396,0,,
1075.75621,1,102.285,
1075.756245,0,,
1075.858505,1,102.295,
1075.858545,0,,
1075.960805,1,102.3,
1075.96084,0,,
1076.04303,1,82.225,
1076.043065,0,,
1076.145325,1,102.295,
1076.14536,0,,
1076.24762,1,102.295,
1076.247655,0,,
1076.34991,1,102.29,
1076.349945,0,,
1076.452205,1,102.295,
1076.45224,0,,
1076.5545,1,102.295,
1076.554535,0,,
1076.65679,1,102.29,
1076.656825,0,,
1076.73899,1,82.2,
1076.739025,0,,
1076.84129,1,102.3,
1076.841325,0,,
1076.943585,1,102.295,
1076.943625,0,,
1077.04589,1,102.305,
1077.045925,0,,
1077.14818,1,102.29,
1077.148215,0,,
1077.250475,1,102.295,
1077.25051,0,,
1077.35277,1,102.295,
1077.35281,0,,
1077.455065,1,102.295,
1077.4551,0,,
1077.53729,1,82.22499999,
1077.537325,0,,
1077.63958,1,102.29,
1077.639615,0,,
1077.74239,1,102.81,
1077.742425,0,,
1077.844675,1,102.285,
1077.84471,0,,
1077.94695,1,102.275,
1077.946985,0,,
1078.049225,1,102.275,
1078.049265,0,,
1078.15151,1,102.285,
1078.151545,0,,
1078.233725,1,82.215,
1078.23376,0,,
1078.33601,1,102.285,
1078.336045,0,,
1078.43829,1,102.28,
1078.438325,0,,
1078.54057,1,102.28,
1078.540605,0,,
1078.64285,1,102.28,
1078.64289,0,,
1078.74514,1,102.29,
1078.745175,0,,
1078.84743,1,102.29,
1078.84747,0,,
1078.949725,1,102.295,
1078.94976,0,,
1079.031945,1,82.22,
1079.03198,0,,
1079.134235,1,102.29,
1079.13427,0,,
1079.236525,1,102.29,
1079.23656,0,,
1079.33881,1,102.285,
1079.338845,0,,
1079.44109,1,102.28,
1079.441125,0,,
1079.54337,1,102.28,
1079.54341,0,,
1079.645605,1,102.235,
1079.64564,0,,
1079.727825,1,82.22,
1079.72786,0,,
1079.83011,1,102.285,
1079.830145,0,,
1079.9324,1,102.29,
1079.932435,0,,
1080.03469,1,102.29,
1080.034725,0,,
1080.13698,1,102.29,
1080.13702,0,,
1080.23927,1,102.29,
1080.239305,0,,
1080.341555,1,102.285,
1080.34159,0,,
1080.44384,1,102.285,
1080.443875,0,,
1080.52606,1,82.22,
1080.526095,0,,
1080.628345,1,102.285,
1080.62838,0,,
1080.731175,1,102.83,
1080.73121,0,,
1080.833465,1,102.29,
1080.8335,0,,
1080.935755,1,102.29,
1080.93579,0,,
1081.038035,1,102.28,
1081.038075,0,,
1081.14032,1,102.285,
1081.140355,0,,
1081.22254,1,82.21999999,
1081.222575,0,,
1081.324825,1,102.285,
1081.324865,0,,
1081.42711,1,102.285,
1081.42715,0,,
1081.529395,1,102.285,
1081.52943,0,,
1081.631685,1,102.29,
1081.63172,0,,
1081.73393,1,102.245,
1081.733965,0,,
1081.836215,1,102.285,
1081.83625,0,,
1081.938495,1,102.28,
1081.938535,0,,
1082.020715,1,82.22,
1082.02075,0,,
1082.122995,1,102.28,
1082.123035,0,,
1082.22527,1,102.275,
1082.225305,0,,
1082.327555,1,102.285,
1082.327595,0,,
1082.429835,1,102.28,
1082.42987,0,,
1082.532115,1,102.28,
1082.532155,0,,
1082.6344,1,102.285,
1082.634435,0,,
1082.71662,1,82.22,
1082.716655,0,,
1082.818895,1,102.275,
1082.818935,0,,
1082.921175,1,102.28,
1082.92121,0,,
1083.023445,1,102.27,
1083.023485,0,,
1083.12573,1,102.285,
1083.125765,0,,
1083.22801,1,102.28,
1083.22805,0,,
1083.33029,1,102.28,
1083.330325,0,,
1083.43256,1,102.27,
1083.432595,0,,
1083.514775,1,82.215,
1083.51481,0,,
1083.617055,1,102.28,
1083.617095,0,,
1083.71987,1,102.815,
1083.719905,0,,
1083.822145,1,102.275,
1083.82218,0,,
1083.924425,1,102.28,
1083.924465,0,,
1084.026705,1,102.28,
1084.02674,0,,
1084.128985,1,102.28,
1084.129025,0,,
1084.211205,1,82.22,
1084.21124,0,,
1084.31348,1,102.275,
1084.313515,0,,
1084.415755,1,102.275,
1084.415795,0,,
1084.51804,1,102.285,
1084.518075,0,,
1084.62025,1,102.21,
1084.62029,0,,
1084.72254,1,102.29,
1084.72258,0,,
1084.82483,1,102.29,
1084.824865,0,,
1084.927115,1,102.285,
1084.927155,0,,
1085.00933,1,82.215,
1085.009365,0,,
1085.1116,1,102.27,
1085.11164,0,,
1085.213885,1,102.285,
1085.21392,0,,
1085.316165,1,102.28,
1085.3162,0,,
1085.41844,1,102.275,
1085.418475,0,,
1085.52072,1,102.28,
1085.520755,0,,
1085.623,1,102.28,
1085.623035,0,,
1085.72523,1,102.23,
1085.725265,0,,
1085.807445,1,82.215,
1085.80748,0,,
1085.909725,1,102.28,
1085.90976,0,,
1086.011995,1,102.27,
1086.012035,0,,
1086.11427,1,102.275,
1086.114305,0,,
1086.216555,1,102.285,
1086.21659,0,,
1086.318835,1,102.28,
1086.31887,0,,
1086.42111,1,102.275,
1086.421145,0,,
1086.503325,1,82.21500001,
1086.50336,0,,
1086.605595,1,102.27,
1086.60563,0,,
1086.70841,1,102.815,
1086.708445,0,,
1086.810675,1,102.265,
1086.81071,0,,
1086.91294,1,102.265,
1086.912975,0,,
1087.015205,1,102.265,
1087.01524,0,,
1087.117465,1,102.26,
1087.1175,0,,
1087.219725,1,102.26,
1087.21976,0,,
1087.301925,1,82.19999999,
1087.301965,0,,
1087.40419,1,102.265,
1087.404225,0,,
1087.506445,1,102.255,
1087.50648,0,,
1087.608715,1,102.27,
1087.60875,0,,
1087.710975,1,102.26,
1087.71101,0,,
1087.813245,1,102.27,
1087.81328,0,,
1087.9155,1,102.255,
1087.91554,0,,
1087.997705,1,82.20499999,
1087.99774,0,,
1088.099915,1,102.21,
1088.09995,0,,
1088.202175,1,102.26,
1088.20221,0,,
1088.30444,1,102.265,
1088.304475,0,,
1088.406705,1,102.265,
1088.40674,0,,
1088.508895,1,102.19,
1088.50893,0,,
1088.611165,1,102.27,
1088.6112,0,,
1088.71343,1,102.265,
1088.713465,0,,
1088.79564,1,82.21,
1088.795675,0,,
1088.897905,1,102.265,
1088.89794,0,,
1089.000175,1,102.27,
1089.00021,0,,
1089.10245,1,102.275,
1089.102485,0,,
1089.204725,1,102.275,
1089.204765,0,,
1089.30701,1,102.285,
1089.307045,0,,
1089.4093,1,102.29,
1089.409335,0,,
1089.491515,1,82.215,
1089.491555,0,,
1089.593715,1,102.2,
1089.59375,0,,
1089.696535,1,102.82,
1089.69657,0,,
1089.798815,1,102.28,
1089.798855,0,,
1089.901095,1,102.28,
1089.90113,0,,
1090.00337,1,102.275,
1090.003405,0,,
1090.105645,1,102.275,
1090.10568,0,,
1090.20792,1,102.275,
1090.207955,0,,
1090.29013,1,82.21,
1090.290165,0,,
1090.39241,1,102.28,
1090.392445,0,,
1090.49469,1,102.28,
1090.494725,0,,
1090.59697,1,102.28,
1090.59701,0,,
1090.69925,1,102.28,
1090.699285,0,,
1090.80153,1,102.28,
1090.801565,0,,
1090.903805,1,102.275,
1090.90384,0,,
1090.98603,1,82.225,
1090.986065,0,,
1091.08831,1,102.28,
1091.088345,0,,
1091.19059,1,102.28,
1091.190625,0,,
1091.29279,1,102.2,
1091.292825,0,,
1091.395065,1,102.275,
1091.3951,0,,
1091.49734,1,102.275,
1091.497375,0,,
1091.599615,1,102.275,
1091.59965,0,,
1091.701895,1,102.28,
1091.70193,0,,
1091.78411,1,82.215,
1091.78415,0,,
1091.886395,1,102.285,
1091.88643,0,,
1091.988675,1,102.28,
1091.988715,0,,
1092.09096,1,102.285,
1092.090995,0,,
1092.19325,1,102.29,
1092.193285,0,,
1092.29554,1,102.29,
1092.295575,0,,
1092.397775,1,102.235,
1092.39781,0,,
1092.500055,1,102.28,
1092.50009,0,,
1092.58227,1,82.215,
1092.58231,0,,
1092.6851,1,102.83,
1092.68514,0,,
1092.787385,1,102.285,
1092.787425,0,,
1092.889675,1,102.29,
1092.88971,0,,
1092.991965,1,102.29,
1092.992,0,,
1093.094255,1,102.29,
1093.09429,0,,
1093.196545,1,102.29,
1093.19658,0,,
1093.27877,1,82.225,
1093.278805,0,,
1093.38105,1,102.28,
1093.381085,0,,
1093.483345,1,102.295,
1093.48338,0,,
1093.58564,1,102.295,
1093.585675,0,,
1093.687925,1,102.285,
1093.68796,0,,
1093.790205,1,102.28,
1093.79024,0,,
1093.89248,1,102.275,
1093.89252,0,,
1093.994755,1,102.275,
1093.994795,0,,
1094.07697,1,82.215,
1094.07701,0,,
1094.179255,1,102.285,
1094.17929,0,,
1094.28154,1,102.285,
1094.281575,0,,
1094.383825,1,102.285,
1094.383865,0,,
1094.486115,1,102.29,
1094.48615,0,,
1094.588405,1,102.29,
1094.58844,0,,
1094.69069,1,102.285,
1094.690725,0,,
1094.77291,1,82.22,
1094.772945,0,,
1094.875195,1,102.285,
1094.87523,0,,
1094.977485,1,102.29,
1094.977525,0,,
1095.079775,1,102.29,
1095.07981,0,,
1095.18206,1,102.285,
1095.182095,0,,
1095.2843,1,102.24,
1095.284335,0,,
1095.386585,1,102.285,
1095.386625,0,,
1095.48888,1,102.295,
1095.48892,0,,
1095.571105,1,82.22499999,
1095.571145,0,,
1095.673935,1,102.83,
1095.67397,0,,
1095.776215,1,102.28,
1095.77625,0,,
1095.8785,1,102.285,
1095.878535,0,,
1095.980775,1,102.275,
1095.98081,0,,
1096.083055,1,102.28,
1096.083095,0,,
1096.185335,1,102.28,
1096.185375,0,,
1096.26754,1,82.205,
1096.267575,0,,
1096.369815,1,102.275,
1096.36985,0,,
1096.472095,1,102.28,
1096.472135,0,,
1096.57438,1,102.285,
1096.574415,0,,
1096.67666,1,102.28,
1096.676695,0,,
1096.778945,1,102.285,
1096.77898,0,,
1096.88123,1,102.285,
1096.881265,0,,
1096.98352,1,102.29,
1096.983555,0,,
1097.065745,1,82.22500001,
1097.06578,0,,
1097.168025,1,102.28,
1097.168065,0,,
1097.27031,1,102.285,
1097.27035,0,,
1097.372515,1,102.205,
1097.372555,0,,
1097.474805,1,102.29,
1097.47484,0,,
1097.57709,1,102.285,
1097.577125,0,,
1097.679365,1,102.275,
1097.6794,0,,
1097.76158,1,82.215,
1097.761615,0,,
1097.86386,1,102.28,
1097.863895,0,,
1097.96614,1,102.28,
1097.966175,0,,
1098.06843,1,102.29,
1098.068465,0,,
1098.170715,1,102.285,
1098.170755,0,,
1098.272995,1,102.28,
1098.273035,0,,
1098.37528,1,102.285,
1098.375315,0,,
1098.47756,1,102.28,
1098.4776,0,,
1098.55978,1,82.22,
1098.55982,0,,
1098.66261,1,102.83,
1098.66265,0,,
1098.764895,1,102.285,
1098.764935,0,,
1098.86718,1,102.285,
1098.867215,0,,
1098.96946,1,102.28,
1098.969495,0,,
1099.071655,1,102.195,
1099.07169,0,,
1099.173935,1,102.28,
1099.17397,0,,
1099.25615,1,82.215,
1099.25619,0,,
1099.35843,1,102.28,
1099.35847,0,,
1099.46071,1,102.28,
1099.460745,0,,
1099.562985,1,102.275,
1099.563025,0,,
1099.665265,1,102.28,
1099.6653,0,,
1099.76755,1,102.285,
1099.767585,0,,
1099.869835,1,102.285,
1099.86987,0,,
1099.972115,1,102.28,
1099.972155,0,,
1100.05433,1,82.215,
1100.05437,0,,
1100.156565,1,102.235,
1100.156605,0,,
1100.258845,1,102.28,
1100.25888,0,,
1100.361125,1,102.28,
1100.36116,0,,
1100.463405,1,102.28,
1100.46344,0,,
1100.56569,1,102.285,
1100.565725,0,,
1100.667975,1,102.285,
1100.668015,0,,
1100.77027,1,102.295,
1100.770305,0,,
1100.852495,1,82.22500001,
1100.85253,0,,
1100.954785,1,102.29,
1100.954825,0,,
1101.05708,1,102.295,
1101.05712,0,,
1101.15937,1,102.29,
1101.159405,0,,
1101.261655,1,102.285,
1101.26169,0,,
1101.363945,1,102.29,
1101.36398,0,,
1101.46623,1,102.285,
1101.46627,0,,
1101.54844,1,82.21000001,
1101.548475,0,,
1101.651305,1,102.865,
1101.65134,0,,
1101.7536,1,102.295,
1101.753635,0,,
1101.85589,1,102.29,
1101.855925,0,,
1101.95818,1,102.29,
1101.958215,0,,
1102.06047,1,102.29,
1102.06051,0,,
1102.162765,1,102.295,
1102.1628,0,,
1102.26505,1,102.285,
1102.26509,0,,
1102.34726,1,82.21,
1102.3473,0,,
1102.449585,1,102.325,
1102.44962,0,,
1102.551865,1,102.28,
1102.5519,0,,
1102.654155,1,102.29,
1102.65419,0,,
1102.75643,1,102.275,
1102.75647,0,,
1102.85872,1,102.29,
1102.858755,0,,
1102.96101,1,102.29,
1102.961045,0,,
1103.04322,1,82.21000001,
1103.043255,0,,
1103.14551,1,102.29,
1103.145545,0,,
1103.247835,1,102.325,
1103.247875,0,,
1103.350125,1,102.29,
1103.35016,0,,
1103.452405,1,102.28,
1103.452445,0,,
1103.554685,1,102.28,
1103.55472,0,,
1103.656965,1,102.28,
1103.657005,0,,
1103.759255,1,102.29,
1103.75929,0,,
1103.841465,1,82.21,
1103.8415,0,,
1103.94375,1,102.285,
1103.94379,0,,
1104.046075,1,102.325,
1104.04611,0,,
1104.14836,1,102.285,
1104.148395,0,,
1104.25065,1,102.29,
1104.250685,0,,
1104.35293,1,102.28,
1104.352965,0,,
1104.45521,1,102.28,
1104.455245,0,,
1104.53742,1,82.21,
1104.537455,0,,
1104.640255,1,102.835,
1104.64029,0,,
1104.74255,1,102.295,
1104.74259,0,,
1104.84484,1,102.29,
1104.844875,0,,
1104.94713,1,102.29,
1104.947165,0,,
1105.04941,1,102.28,
1105.04945,0,,
1105.15169,1,102.28,
1105.151725,0,,
1105.253965,1,102.275,
1105.254,0,,
1105.336165,1,82.2,
1105.3362,0,,
1105.438415,1,102.25,
1105.43845,0,,
1105.54071,1,102.295,
1105.54075,0,,
1105.642995,1,102.285,
1105.643035,0,,
1105.74528,1,102.285,
1105.745315,0,,
1105.84756,1,102.28,
1105.847595,0,,
1105.94985,1,102.29,
1105.949885,0,,
1106.03206,1,82.21,
1106.032095,0,,
1106.13435,1,102.29,
1106.134385,0,,
1106.23664,1,102.29,
1106.23668,0,,
1106.338945,1,102.305,
1106.33898,0,,
1106.44123,1,102.285,
1106.441265,0,,
1106.54345,1,102.22,
1106.543485,0,,
1106.64574,1,102.29,
1106.64578,0,,
1106.74803,1,102.29,
1106.748065,0,,
1106.830245,1,82.215,
1106.83028,0,,
1106.932525,1,102.28,
1106.93256,0,,
1107.03481,1,102.285,
1107.034845,0,,
1107.137115,1,102.305,
1107.13715,0,,
1107.239405,1,102.29,
1107.239445,0,,
1107.341695,1,102.29,
1107.341735,0,,
1107.443985,1,102.29,
1107.444025,0,,
1107.526205,1,82.22,
1107.52624,0,,
1107.63664,1,110.435,
1107.636675,0,,
1107.73893,1,102.29,
1107.738965,0,,
1107.841215,1,102.285,
1107.84125,0,,
1107.943505,1,102.29,
1107.943545,0,,
1108.02572,1,82.215,
1108.025755,0,,
1108.128005,1,102.285,
1108.12804,0,,
1108.230295,1,102.29,
1108.23033,0,,
1108.33259,1,102.295,
1108.332625,0,,
1108.434915,1,102.325,
1108.43495,0,,
1108.537205,1,102.29,
1108.53724,0,,
1108.639495,1,102.29,
1108.63953,0,,
1108.74178,1,102.285,
1108.741815,0,,
1108.823995,1,82.215,
1108.82403,0,,
1108.926295,1,102.3,
1108.92633,0,,
1109.02858,1,102.285,
1109.028615,0,,
1109.13087,1,102.29,
1109.130905,0,,
1109.23319,1,102.32,
1109.23323,0,,
1109.335485,1,102.295,
1109.33552,0,,
1109.43778,1,102.295,
1109.437815,0,,
1109.51999,1,82.21,
1109.520025,0,,
1109.62228,1,102.29,
1109.622315,0,,
1109.72457,1,102.29,
1109.72461,0,,
1109.82687,1,102.3,
1109.826905,0,,
1109.929165,1,102.295,
1109.9292,0,,
1110.031485,1,102.32,
1110.03152,0,,
1110.133775,1,102.29,
1110.13381,0,,
1110.236065,1,102.29,
1110.2361,0,,
1110.31828,1,82.215,
1110.318315,0,,
1110.42057,1,102.29,
1110.42061,0,,
1110.522865,1,102.295,
1110.5229,0,,
1110.625695,1,102.83,
1110.62573,0,,
1110.727975,1,102.28,
1110.728015,0,,
1110.83026,1,102.285,
1110.8303,0,,
1110.932535,1,102.275,
1110.932575,0,,
1111.01475,1,82.215,
1111.014785,0,,
1111.11703,1,102.28,
1111.11707,0,,
1111.21932,1,102.29,
1111.219355,0,,
1111.321605,1,102.285,
1111.32164,0,,
1111.423895,1,102.29,
1111.42393,0,,
1111.52618,1,102.285,
1111.526215,0,,
1111.62848,1,102.3,
1111.62852,0,,
1111.730775,1,102.295,
1111.73081,0,,
1111.81293,1,82.15500001,
1111.812965,0,,
1111.915215,1,102.285,
1111.91525,0,,
1112.017495,1,102.28,
1112.01753,0,,
1112.119785,1,102.29,
1112.11982,0,,
1112.222075,1,102.29,
1112.222115,0,,
1112.32437,1,102.295,
1112.324405,0,,
1112.42666,1,102.29,
1112.426695,0,,
1112.50887,1,82.21,
1112.508905,0,,
1112.611155,1,102.285,
1112.611195,0,,
1112.713445,1,102.29,
1112.71348,0,,
1112.815725,1,102.28,
1112.81576,0,,
1112.918,1,102.275,
1112.91804,0,,
1113.020295,1,102.295,
1113.02033,0,,
1113.122595,1,102.3,
1113.12263,0,,
1113.224925,1,102.33,
1113.22496,0,,
1113.30715,1,82.22500001,
1113.307185,0,,
1113.409455,1,102.305,
1113.40949,0,,
1113.51176,1,102.305,
1113.511795,0,,
1113.6146,1,102.84,
1113.614635,0,,
1113.716895,1,102.295,
1113.71693,0,,
1113.81918,1,102.285,
1113.81922,0,,
1113.921475,1,102.295,
1113.92151,0,,
1114.003725,1,82.25,
1114.00376,0,,
1114.10602,1,102.295,
1114.106055,0,,
1114.208315,1,102.295,
1114.20835,0,,
1114.31061,1,102.295,
1114.310645,0,,
1114.412905,1,102.295,
1114.41294,0,,
1114.5152,1,102.295,
1114.515235,0,,
1114.61749,1,102.29,
1114.617525,0,,
1114.71979,1,102.3,
1114.719825,0,,
1114.802045,1,82.255,
1114.802085,0,,
1114.904345,1,102.3,
1114.90438,0,,
1115.006645,1,102.3,
1115.006685,0,,
1115.108935,1,102.29,
1115.108975,0,,
1115.211235,1,102.3,
1115.21127,0,,
1115.313535,1,102.3,
1115.31357,0,,
1115.415835,1,102.3,
1115.415875,0,,
1115.49807,1,82.235,
1115.498105,0,,
1115.600375,1,102.305,
1115.60041,0,,
1115.70268,1,102.305,
1115.702715,0,,
1115.804985,1,102.305,
1115.80502,0,,
1115.907295,1,102.31,
1115.90733,0,,
1116.009585,1,102.29,
1116.00962,0,,
1116.11189,1,102.305,
1116.111925,0,,
1116.21419,1,102.3,
1116.214225,0,,
1116.29642,1,82.23,
1116.29646,0,,
1116.39873,1,102.31,
1116.398765,0,,
1116.501035,1,102.305,
1116.50107,0,,
1116.603885,1,102.85,
1116.60392,0,,
1116.70619,1,102.305,
1116.706225,0,,
1116.80849,1,102.3,
1116.808525,0,,
1116.91079,1,102.3,
1116.910825,0,,
1116.993,1,82.21,
1116.993035,0,,
1117.095295,1,102.295,
1117.09533,0,,
1117.197595,1,102.3,
1117.19763,0,,
1117.2999,1,102.305,
1117.299935,0,,
1117.4022,1,102.3,
1117.40224,0,,
1117.504495,1,102.295,
1117.50453,0,,
1117.60678,1,102.285,
1117.606815,0,,
1117.70907,1,102.29,
1117.709105,0,,
1117.791295,1,82.22499999,
1117.791335,0,,
1117.89359,1,102.295,
1117.893625,0,,
1117.995875,1,102.285,
1117.99591,0,,
1118.09815,1,102.275,
1118.09819,0,,
1118.20043,1,102.28,
1118.20047,0,,
1118.30271,1,102.28,
1118.302745,0,,
1118.404985,1,102.275,
1118.405025,0,,
1118.507265,1,102.28,
1118.5073,0,,
1118.58948,1,82.215,
1118.589515,0,,
1118.691755,1,102.275,
1118.691795,0,,
1118.79404,1,102.285,
1118.794075,0,,
1118.89633,1,102.29,
1118.896365,0,,
1118.998625,1,102.295,
1118.99866,0,,
1119.100905,1,102.28,
1119.100945,0,,
1119.20319,1,102.285,
1119.203225,0,,
1119.285405,1,82.215,
1119.285445,0,,
1119.38769,1,102.285,
1119.387725,0,,
1119.48997,1,102.28,
1119.490005,0,,
1119.5928,1,102.83,
1119.59284,0,,
1119.69509,1,102.29,
1119.695125,0,,
1119.79738,1,102.29,
1119.797415,0,,
1119.89966,1,102.28,
1119.899695,0,,
1120.00194,1,102.28,
1120.00198,0,,
1120.084165,1,82.22499999,
1120.084205,0,,
1120.18646,1,102.295,
1120.1865,0,,
1120.28876,1,102.3,
1120.288795,0,,
1120.39105,1,102.29,
1120.39109,0,,
1120.493345,1,102.295,
1120.49338,0,,
1120.59563,1,102.285,
1120.595665,0,,
1120.69792,1,102.29,
1120.69796,0,,
1120.780145,1,82.225,
1120.78018,0,,
1120.882435,1,102.29,
1120.88247,0,,
1120.98472,1,102.285,
1120.98476,0,,
1121.08695,1,102.23,
1121.086985,0,,
1121.189235,1,102.285,
1121.189275,0,,
1121.29153,1,102.295,
1121.291565,0,,
1121.39382,1,102.29,
1121.393855,0,,
1121.496105,1,102.285,
1121.49614,0,,
1121.57833,1,82.225,
1121.578365,0,,
